"season" "day" "Rsoil" "Tsoil"
"AMJ" 123 2.0607 7
"AMJ" 123 1.4691 6.4
"AMJ" 123 1.3423 9.5
"AMJ" 123 3.2806 9.7
"AMJ" 123 1.6623 8.7
"AMJ" 123 1.0021 7.6
"AMJ" 136 2.5992 12.3
"AMJ" 136 3.3432 11.4
"AMJ" 136 1.6697 12
"AMJ" 136 1.6774 11.5
"AMJ" 136 1.6441 12.7
"AMJ" 136 2.7051 11.6
"AMJ" 136 2.0998 12.3
"AMJ" 136 2.2481 12.5
"AMJ" 136 4.5244 11.4
"AMJ" 136 1.8034 12.2
"AMJ" 136 2.5943 10.3
"AMJ" 136 3.1836 10.3
"AMJ" 136 2.6435 11.8
"AMJ" 136 3.1131 11.1
"AMJ" 136 2.6403 10.8
"AMJ" 136 2.42 12.7
"AMJ" 136 4.6574 10.5
"AMJ" 136 3.715 10.3
"AMJ" 136 2.397 10.7
"AMJ" 136 2.9535 10.7
"AMJ" 136 2.3192 11.3
"AMJ" 136 2.3808 11.6
"AMJ" 136 3.7378 9.4
"AMJ" 136 4.7536 9.1
"AMJ" 136 3.8746 12.2
"AMJ" 136 2.4663 12.1
"AMJ" 136 0.9988 10.1
"AMJ" 136 1.5162 10.8
"AMJ" 136 2.8343 12.8
"AMJ" 136 2.5746 13.7
"AMJ" 136 4.0979 10.4
"AMJ" 136 1.9972 10.8
"AMJ" 136 2.5344 12.4
"AMJ" 136 1.6312 11.6
"AMJ" 136 2.0108 11.7
"AMJ" 136 2.3542 13
"AMJ" 136 1.7688 12.4
"AMJ" 136 1.5037 12.4
"AMJ" 136 1.8502 10.6
"AMJ" 136 1.7541 9.6
"AMJ" 152 4.1829 22.4
"AMJ" 152 4.1174 19.5
"AMJ" 152 3.7905 22.8
"AMJ" 152 2.7441 21.7
"AMJ" 152 3.4706 20.6
"AMJ" 152 5.3711 20.6
"AMJ" 152 4.0102 18.1
"AMJ" 152 4.0132 18.2
"AMJ" 152 3.992 18.6
"AMJ" 152 3.7385 17.8
"AMJ" 152 4.1823 16.5
"AMJ" 152 5.622 15.6
"AMJ" 152 4.8476 16.6
"AMJ" 152 4.5598 16.7
"AMJ" 152 3.1671 15.6
"AMJ" 152 4.362 16.4
"AMJ" 152 7.0313 13.8
"AMJ" 152 6.4038 15.6
"AMJ" 152 4.1776 20.6
"AMJ" 152 4.0598 22.7
"AMJ" 152 3.9813 21.9
"AMJ" 152 4.3944 24.3
"AMJ" 152 5.5914 16.7
"AMJ" 152 5.6098 16.1
"AMJ" 152 4.076 27.2
"AMJ" 152 2.9253 25.1
"AMJ" 152 4.7272 18.6
"AMJ" 152 4.835 21.7
"AMJ" 152 4.4074 19.3
"AMJ" 152 3.2247 22.3
"AMJ" 152 5.5574 16.2
"AMJ" 152 3.3009 17.2
"AMJ" 152 4.0975 18.4
"AMJ" 152 3.8338 17.3
"AMJ" 152 2.6881 17.3
"AMJ" 152 4.492 19.2
"AMJ" 152 4.422 22.5
"AMJ" 152 1.0403 21.5
"AMJ" 152 3.4683 20.3
"AMJ" 152 3.6546 18.7
"AMJ" 168 6.7139 26.28
"AMJ" 168 6.4943 22.89
"AMJ" 168 4.2335 23.72
"AMJ" 168 3.5094 23.06
"AMJ" 168 4.9053 27.39
"AMJ" 168 6.7978 24.94
"AMJ" 168 4.7816 17.5
"AMJ" 168 4.7753 18.33
"AMJ" 168 5.2619 17.89
"AMJ" 168 4.3022 17.56
"AMJ" 168 4.6371 17.22
"AMJ" 168 5.5975 16.83
"AMJ" 168 5.2826 19.94
"AMJ" 168 5.8382 20.61
"AMJ" 168 5.4077 18.67
"AMJ" 168 4.0588 19.94
"AMJ" 168 6.1381 18
"AMJ" 168 6.6636 18.5
"AMJ" 168 5.0877 20.44
"AMJ" 168 4.5861 20.06
"AMJ" 168 5.5664 20.94
"AMJ" 168 7.3404 17.44
"AMJ" 168 9.2563 17.67
"AMJ" 168 7.4719 30.78
"AMJ" 168 5.5028 25.67
"AMJ" 168 6.9027 20.5
"AMJ" 168 5.9824 24.89
"AMJ" 168 7.2193 19.67
"AMJ" 168 5.254 19.39
"AMJ" 168 8.4125 16.44
"AMJ" 168 5.6886 16.44
"AMJ" 168 4.0081 20.44
"AMJ" 168 3.6048 20
"AMJ" 168 3.2095 18.72
"AMJ" 168 4.9214 19.67
"AMJ" 168 5.1666 21.56
"AMJ" 168 5.7992 25.28
"AMJ" 168 4.1464 18.83
"AMJ" 168 5.4927 19.56
"AMJ" 181 5.6619 23.83
"AMJ" 181 9.8191 22.78
"AMJ" 181 3.5037 23.72
"AMJ" 181 3.786 22.83
"AMJ" 181 6.6001 23.61
"AMJ" 181 6.2217 23.17
"AMJ" 181 5.157 25.5
"AMJ" 181 6.9733 28
"AMJ" 181 7.1957 24.78
"AMJ" 181 2.8855 23.22
"AMJ" 181 6.2921 25.67
"AMJ" 181 7.878 24.06
"AMJ" 181 5.5362 23.5
"AMJ" 181 5.3123 24.17
"AMJ" 181 5.4494 22.39
"AMJ" 181 3.0604 22.78
"AMJ" 181 10.0382 23.17
"AMJ" 181 6.0493 22.56
"AMJ" 181 5.7885 22.83
"AMJ" 181 5.1082 25.06
"AMJ" 181 9.5166 25.67
"AMJ" 181 6.6533 27
"AMJ" 181 7.1726 22.94
"AMJ" 181 11.8624 21.78
"AMJ" 181 4.5827 25.61
"AMJ" 181 3.7153 24.56
"AMJ" 181 5.292 22
"AMJ" 181 4.0656 21.89
"AMJ" 181 9.8454 25.06
"AMJ" 181 6.4327 30.33
"AMJ" 181 10.1522 22.5
"AMJ" 181 6.7706 23.06
"AMJ" 181 3.4552 24.67
"AMJ" 181 2.2158 23.94
"AMJ" 181 4.6045 25.83
"AMJ" 181 3.7615 24
"AMJ" 181 5.6506 25.06
"AMJ" 181 3.0054 26.56
"AMJ" 181 5.1323 22.28
"AMJ" 181 6.9395 22.89
"JAS" 193 6.3623 31.61
"JAS" 193 5.1635 26.5
"JAS" 193 4.7654 28.06
"JAS" 193 3.3118 23.94
"JAS" 193 5.9671 30.67
"JAS" 193 6.8628 26.94
"JAS" 193 6.0863 24.22
"JAS" 193 9.6118 26.78
"JAS" 193 5.6829 23.72
"JAS" 193 5.6593 22.22
"JAS" 193 5.8732 24.06
"JAS" 193 7.982 22.33
"JAS" 193 6.8664 24.22
"JAS" 193 5.4963 24.61
"JAS" 193 7.4902 22.11
"JAS" 193 5.2502 22.5
"JAS" 193 9.1867 22.61
"JAS" 193 5.3089 22.5
"JAS" 193 4.3646 23.11
"JAS" 193 5.4567 23.5
"JAS" 193 5.0054 24.44
"JAS" 193 8.2902 20.61
"JAS" 193 8.2875 21.11
"JAS" 193 6.6959 33.06
"JAS" 193 4.1743 26.89
"JAS" 193 8.0637 22.06
"JAS" 193 6.4307 23.61
"JAS" 193 9.7562 23.83
"JAS" 193 6.4689 28.44
"JAS" 193 10.7219 22
"JAS" 193 6.6259 21.56
"JAS" 193 5.9076 25.28
"JAS" 193 5.861 25.61
"JAS" 193 7.877 25.44
"JAS" 193 7.0942 25.11
"JAS" 193 5.2849 23.61
"JAS" 193 5.2842 25
"JAS" 193 7.9421 21.56
"JAS" 193 5.6044 21.28
"JAS" 205 7.679 28.22
"JAS" 205 8.1829 25.44
"JAS" 205 4.4902 26.56
"JAS" 205 2.9595 25.11
"JAS" 205 6.043 27.22
"JAS" 205 6.1063 26.17
"JAS" 205 8.6179 26.89
"JAS" 205 7.6577 27.28
"JAS" 205 3.2257 26.56
"JAS" 205 5.8853 25.83
"JAS" 205 8.0238 26.67
"JAS" 205 7.7817 25.83
"JAS" 205 8.3669 27.17
"JAS" 205 7.075 29.83
"JAS" 205 7.9125 25.67
"JAS" 205 4.469 25.94
"JAS" 205 7.4354 25.78
"JAS" 205 7.4257 27.28
"JAS" 205 8.3967 28.11
"JAS" 205 6.7467 29.39
"JAS" 205 7.2375 30.5
"JAS" 205 10.019 26.5
"JAS" 205 10.4191 26
"JAS" 205 9.2139 31.5
"JAS" 205 6.3269 28.39
"JAS" 205 6.7347 24.72
"JAS" 205 7.0162 24
"JAS" 205 6.9511 27.11
"JAS" 205 7.0263 24.11
"JAS" 205 0 28.39
"JAS" 205 5.9792 28.83
"JAS" 205 8.2857 29.56
"JAS" 205 7.9229 29.22
"JAS" 205 7.2393 27.89
"JAS" 205 5.6415 30.11
"JAS" 205 5.7236 25.83
"JAS" 205 6.6025 25.17
"JAS" 228 5.8433 21.6
"JAS" 228 6.032 19
"JAS" 228 4.3087 18.4
"JAS" 228 2.3632 18.1
"JAS" 228 5.5181 19.9
"JAS" 228 6.3308 19.6
"JAS" 228 4.8215 17.9
"JAS" 228 5.3947 19.6
"JAS" 228 4.4907 19.1
"JAS" 228 3.8182 19.1
"JAS" 228 6.7372 21.8
"JAS" 228 7.3182 18.2
"JAS" 228 7.2292 20.8
"JAS" 228 5.6997 21.8
"JAS" 228 6.7685 19.8
"JAS" 228 3.1289 20
"JAS" 228 9.1494 19.7
"JAS" 228 6.923 19.1
"JAS" 228 4.4941 19.61
"JAS" 228 4.6355 19.67
"JAS" 228 3.4938 19.89
"JAS" 228 4.573 20.39
"JAS" 228 5.3091 18.5
"JAS" 228 5.7851 18.33
"JAS" 228 5.7961 24.6
"JAS" 228 4.9152 20.9
"JAS" 228 4.3571 17.9
"JAS" 228 5.4982 17.8
"JAS" 228 5.1986 22
"JAS" 228 13.3708 17.2
"JAS" 228 7.0728 17.2
"JAS" 228 4.9142 20.7
"JAS" 228 6.7939 22.3
"JAS" 228 4.9783 20.9
"JAS" 228 5.2014 22.4
"JAS" 228 5.5813 17.8
"JAS" 228 3.6867 18.5
"JAS" 228 5.2418 19.4
"JAS" 228 6.4918 17.1
"JAS" 242 5.5858 22
"JAS" 242 5.8147 19.2
"JAS" 242 3.7166 21
"JAS" 242 1.9017 20.7
"JAS" 242 5.8158 22.2
"JAS" 242 5.5977 23.2
"JAS" 242 4.4071 17
"JAS" 242 6.0013 17.8
"JAS" 242 4.694 20.8
"JAS" 242 3.1644 17.1
"JAS" 242 6.0335 20
"JAS" 242 5.4259 17.9
"JAS" 242 6.6814 17.4
"JAS" 242 5.1072 17.1
"JAS" 242 6.4919 16.2
"JAS" 242 3.1319 16.1
"JAS" 242 7.7916 16
"JAS" 242 8.4872 15.9
"JAS" 242 4.2246 19
"JAS" 242 4.8824 19.5
"JAS" 242 3.6548 18.9
"JAS" 242 4.2716 19.8
"JAS" 242 5.017 17.9
"JAS" 242 5.4373 18.1
"JAS" 242 5.8712 24.2
"JAS" 242 3.7506 22.1
"JAS" 242 3.4579 17.2
"JAS" 242 4.7009 21.4
"JAS" 242 9.8713 19
"JAS" 242 5.0541 18.5
"JAS" 242 8.1885 15.2
"JAS" 242 4.8238 15.7
"JAS" 242 4.9525 16.8
"JAS" 242 6.7329 17.9
"JAS" 242 4.4183 17.1
"JAS" 242 5.7014 18.8
"JAS" 242 4.3049 19.1
"JAS" 242 4.7623 20.5
"JAS" 242 9.0713 19.2
"JAS" 242 6.5785 18.3
"JAS" 256 4.2974 19.1
"JAS" 256 5.3244 19.5
"JAS" 256 3.3665 18
"JAS" 256 1.9912 17.9
"JAS" 256 4.5946 18.1
"JAS" 256 4.7313 18.5
"JAS" 256 5.0144 18.5
"JAS" 256 5.7683 18.9
"JAS" 256 3.8791 18.7
"JAS" 256 4.0692 18.5
"JAS" 256 5.0119 18.9
"JAS" 256 4.7367 19.1
"JAS" 256 5.7124 19
"JAS" 256 4.7262 19.1
"JAS" 256 7.4816 18.5
"JAS" 256 3.0996 18.9
"JAS" 256 9.6973 18.5
"JAS" 256 6.5147 18.2
"JAS" 256 4.242 19.5
"JAS" 256 5.058 18.9
"JAS" 256 3.1502 18.9
"JAS" 256 3.8149 19.5
"JAS" 256 5.8693 18.9
"JAS" 256 5.4074 18.9
"JAS" 256 3.3448 19.5
"JAS" 256 3.596 20.9
"JAS" 256 4.9509 17.5
"JAS" 256 4.715 17.9
"JAS" 256 8.1139 19.9
"JAS" 256 4.8875 20
"JAS" 256 8.9399 18
"JAS" 256 5.6358 17.9
"JAS" 256 5.5445 19.9
"JAS" 256 5.8917 20.1
"JAS" 256 5.1322 18.1
"JAS" 256 9.3381 19.7
"JAS" 256 4.4657 19.7
"JAS" 256 2.3332 19.9
"JAS" 256 6.9714 18.5
"JAS" 256 6.3835 17.5
"JAS" 272 2.1363 12.9
"JAS" 272 4.6841 12.2
"JAS" 272 1.3292 11.8
"JAS" 272 1.3955 11.2
"JAS" 272 1.8367 13.1
"JAS" 272 2.0019 13.9
"JAS" 272 1.9822 8.5
"JAS" 272 2.2254 9.1
"JAS" 272 1.7238 8.9
"JAS" 272 1.32 8.3
"JAS" 272 2.1535 8.3
"JAS" 272 1.9804 8.1
"JAS" 272 2.6369 9.9
"JAS" 272 2.1189 10.1
"JAS" 272 2.4206 9.8
"JAS" 272 1.6111 9.3
"JAS" 272 3.2849 9.9
"JAS" 272 2.5736 9.9
"JAS" 272 1.807 10.1
"JAS" 272 3.3277 10.9
"JAS" 272 1.8137 10.9
"JAS" 272 2.1711 11.2
"JAS" 272 2.7369 9.8
"JAS" 272 4.6217 10.1
"JAS" 272 1.8967 16.2
"JAS" 272 1.6683 16.6
"JAS" 272 1.8575 10.3
"JAS" 272 1.7844 13.9
"JAS" 272 3.4728 9.5
"JAS" 272 1.8722 9.1
"JAS" 272 2.559 9
"JAS" 272 1.7235 9.5
"JAS" 272 1.4998 9.4
"JAS" 272 1.6906 9.1
"JAS" 272 1.7878 10.9
"JAS" 272 1.2957 10.2
"JAS" 272 2.2117 11.9
"JAS" 272 1.1175 11.5
"JAS" 272 3.3727 12.8
"JAS" 272 1.9913 10.8
"OND" 284 2.5524 10.1
"OND" 284 3.7632 10
"OND" 284 1.6397 9.7
"OND" 284 1.527 9.5
"OND" 284 2.0284 10.5
"OND" 284 2.5765 10.1
"OND" 284 2.6554 10
"OND" 284 3.0664 9.1
"OND" 284 2.1351 8.5
"OND" 284 2.037 8.7
"OND" 284 2.418 9.5
"OND" 284 2.348 9.8
"OND" 284 3.0935 9.5
"OND" 284 2.0714 10.1
"OND" 284 2.713 10.5
"OND" 284 2.297 8.9
"OND" 284 3.1465 9.3
"OND" 284 2.9715 9
"OND" 284 2.2292 9.1
"OND" 284 2.4752 7.8
"OND" 284 1.8146 6.8
"OND" 284 2.3206 7
"OND" 284 2.8799 7.5
"OND" 284 2.8724 7.1
"OND" 284 2.119 12
"OND" 284 1.5164 11.1
"OND" 284 1.4041 8.9
"OND" 284 1.8206 9.9
"OND" 284 3.6631 9.1
"OND" 284 2.3467 8.5
"OND" 284 2.7303 8
"OND" 284 2.7723 7.5
"OND" 284 2.3306 10
"OND" 284 2.238 9.9
"OND" 284 3.2742 10
"OND" 284 1.64 9.5
"OND" 284 2.5503 8
"OND" 284 2.8556 6.5
"OND" 284 2.5992 5.5
"OND" 284 1.6542 5.1
"OND" 298 1.7248 9.61
"OND" 298 2.0702 8.94
"OND" 298 0.8587 8.94
"OND" 298 1.0444 8.67
"OND" 298 2.0369 9.67
"OND" 298 1.0698 9.39
"OND" 298 1.528 8.56
"OND" 298 1.9726 8.89
"OND" 298 1.253 8.61
"OND" 298 1.0217 8.22
"OND" 298 1.5694 9.39
"OND" 298 1.5161 8.89
"OND" 298 2.0063 8.44
"OND" 298 1.6062 7.72
"OND" 298 2.8664 8.33
"OND" 298 1.3146 7.89
"OND" 298 2.678 8.89
"OND" 298 1.701 8.33
"OND" 298 1.4205 8.94
"OND" 298 1.9784 9.67
"OND" 298 1.2262 9.39
"OND" 298 1.7265 9.22
"OND" 298 1.8293 8.83
"OND" 298 1.844 9.17
"OND" 298 1.9326 12.28
"OND" 298 0.9955 9.28
"OND" 298 1.2458 8.11
"OND" 298 1.2198 9.89
"OND" 298 2.8842 9.11
"OND" 298 1.3373 8.33
"OND" 298 1.5727 7.78
"OND" 298 1.5323 8.11
"OND" 298 0.8883 7.89
"OND" 298 1.3571 7.39
"OND" 298 2.2438 8.72
"OND" 298 1.0609 8.17
"OND" 298 1.7926 9.78
"OND" 298 1.0894 9
"OND" 298 1.735 11.39
"OND" 298 1.258 9.06
"OND" 354 0.059 -5.17
"OND" 354 1.8453 -5.28
"OND" 354 0.1029 -2.5
"OND" 354 0.4554 -5.44
"OND" 354 0.144 -4.83
"OND" 354 0.1577 -7.78
"OND" 354 -0.1004 -2.67
"OND" 354 0.3473 -4.67
"OND" 354 -0.282 -4.61
"OND" 354 1.9586 -5.67
"OND" 354 0.1768 -5.11
"OND" 354 0.2517 -6.22
"OND" 354 0.2407 -1.22
"OND" 354 0.1184 -5.72
"OND" 354 0.3795 -6.06
"OND" 354 0.0503 -7.67
"OND" 354 0.1075 -5.5
"OND" 354 0.2672 -5.67
"OND" 354 0.1229 -5.89
"OND" 354 0.0582 -6.28
"JFM" 18 0.454 0
"JFM" 18 0.4032 0
"JFM" 18 0.5486 0
"JFM" 18 0.259 0
"JFM" 18 0.3081 0
"JFM" 18 0.2793 0
"JFM" 18 0.3007 0
"JFM" 18 0.6082 0
"JFM" 18 0.2739 0
"JFM" 18 0.2632 0
"JFM" 18 0.2873 0
"JFM" 18 1.9778 0
"JFM" 18 0.5206 0
"JFM" 18 0.5989 0
"JFM" 18 0.3528 0
"JFM" 18 0.78 0
"JFM" 18 0.2892 0
"JFM" 18 0.5072 0
"JFM" 18 0.2279 0
"JFM" 18 0.2735 0
"JFM" 18 0.2184 0
"JFM" 18 0.1837 0
"JFM" 18 0.2701 0
"JFM" 18 0.179 0
"JFM" 18 0.2949 0
"JFM" 18 0.3699 0
"JFM" 18 0.5146 0
"JFM" 18 4.1528 0
"JFM" 18 0.3878 0
"JFM" 18 0.2807 0
"JFM" 18 0.1601 0
"JFM" 18 0.5505 0
"JFM" 18 0.4361 0
"JFM" 18 0.2651 0
"JFM" 18 0.2474 0
"JFM" 18 0.2479 0
"JFM" 18 0.2205 0
"JFM" 18 0.2169 0
"JFM" 18 0.1719 0
"JFM" 46 0.4484 0
"JFM" 46 0.4127 0
"JFM" 46 0.3445 0
"JFM" 46 0.3926 0
"JFM" 46 0.2274 0
"JFM" 46 0.321 0.1
"JFM" 46 0.4627 0
"JFM" 46 0.195 0
"JFM" 46 0.2985 0
"JFM" 46 0.2325 0
"JFM" 46 0.189 0
"JFM" 46 0.1212 0
"JFM" 46 0.209 0
"JFM" 46 0.4929 0
"JFM" 46 0.2551 0
"JFM" 46 0.1543 0
"JFM" 46 0.2954 0
"JFM" 46 0.1078 0
"JFM" 46 0.2328 0
"JFM" 46 0.2764 0
"JFM" 74 0.5369 2.5
"JFM" 74 0.36 1.7
"JFM" 74 0.2657 1.3
"JFM" 74 0.5507 0.8
"JFM" 74 0.5429 0.8
"JFM" 74 0.3412 0.8
"JFM" 74 0.5234 1.2
"JFM" 74 0.6727 0.7
"JFM" 74 0.5432 0.9
"JFM" 74 0.536 0.7
"JFM" 74 0.5055 0.8
"JFM" 74 1.0352 0.3
"JFM" 74 0.6453 3.2
"JFM" 74 0.4111 0.2
"JFM" 74 0.9028 1.3
"JFM" 74 0.3479 0.2
"JFM" 74 0.419 0.8
"JFM" 74 0.4338 0.6
"JFM" 74 0.7309 2.5
"JFM" 74 0.4355 0.1
"JFM" 88 1.0534 7.5
"JFM" 88 0.5901 6.7
"JFM" 88 0.5656 6
"JFM" 88 1.6581 4.9
"JFM" 88 0.859 6.5
"JFM" 88 1.4956 5.5
"JFM" 88 1.249 5.8
"JFM" 88 1.423 5.2
"JFM" 88 1.2095 4.6
"JFM" 88 1.6076 5.7
"JFM" 88 1.2398 5.8
"JFM" 88 1.4507 4.6
"JFM" 88 0.9865 8.2
"JFM" 88 0.3843 4.6
"JFM" 88 1.7795 5.7
"JFM" 88 0.8065 3.7
"JFM" 88 1.6045 6.4
"JFM" 88 1.245 5.3
"JFM" 88 1.3486 7.6
"JFM" 88 0.7873 5.4
"AMJ" 102 3.3514 13.8
"AMJ" 102 2.7109 14.6
"AMJ" 102 1.5494 14.7
"AMJ" 102 2.0967 13.5
"AMJ" 102 2.6242 13.6
"AMJ" 102 2.2454 13.5
"AMJ" 102 3.0812 11.9
"AMJ" 102 8.0562 12.2
"AMJ" 102 2.6622 11.3
"AMJ" 102 6.7595 10.7
"AMJ" 102 3.4589 11.5
"AMJ" 102 2.8194 10.5
"AMJ" 102 4.1152 13.2
"AMJ" 102 4.2147 13.8
"AMJ" 102 2.6885 12.9
"AMJ" 102 3.7962 13.2
"AMJ" 102 4.8922 12.6
"AMJ" 102 4.2116 12.3
"AMJ" 102 2.759 15.3
"AMJ" 102 2.698 14.7
"AMJ" 102 2.8668 11.7
"AMJ" 102 1.3031 11.3
"AMJ" 102 2.6564 12
"AMJ" 102 2.7648 12.8
"AMJ" 102 1.6952 12.3
"AMJ" 102 2.1974 10.5
"AMJ" 102 2.0095 14.7
"AMJ" 102 3.984 15.7
"AMJ" 102 1.9259 12.7
"AMJ" 102 2.6396 12.4
"AMJ" 116 3.0472 13.6
"AMJ" 116 4.4134 15.2
"AMJ" 116 2.3185 14.3
"AMJ" 116 2.2419 14.1
"AMJ" 116 3.5963 13.9
"AMJ" 116 3.0216 13.7
"AMJ" 116 2.6362 8.8
"AMJ" 116 3.5053 9
"AMJ" 116 2.0727 9
"AMJ" 116 2.3774 9.1
"AMJ" 116 2.6423 9.6
"AMJ" 116 2.0016 8.8
"AMJ" 116 4.4499 11.5
"AMJ" 116 3.7205 10.9
"AMJ" 116 2.4889 10.5
"AMJ" 116 2.1804 10.2
"AMJ" 116 3.1325 9.4
"AMJ" 116 3.2969 9.5
"AMJ" 116 4.095 12
"AMJ" 116 3.6161 12.1
"AMJ" 116 3.3859 11.6
"AMJ" 116 3.5392 10.4
"AMJ" 116 4.5552 10.6
"AMJ" 116 4.8709 11.7
"AMJ" 116 2.9997 14
"AMJ" 116 2.6221 14.5
"AMJ" 116 2.9771 11.6
"AMJ" 116 1.2208 11.7
"AMJ" 116 1.4932 9
"AMJ" 116 2.9586 9.2
"AMJ" 116 1.6719 7.3
"AMJ" 116 1.6359 7.2
"AMJ" 116 3.3274 10.9
"AMJ" 116 3.2065 10.3
"AMJ" 116 2.4529 9.8
"AMJ" 116 2.2425 8.7
"AMJ" 116 3.0303 12.5
"AMJ" 116 3.2703 13.9
"AMJ" 116 1.7411 10.8
"AMJ" 116 2.0389 13.3
"AMJ" 130 3.1474 16
"AMJ" 130 2.6792 15.8
"AMJ" 130 2.6229 16.9
"AMJ" 130 1.7638 17.1
"AMJ" 130 4.0051 15.2
"AMJ" 130 2.6926 14.5
"AMJ" 130 3.802 13.8
"AMJ" 130 4.3287 13.6
"AMJ" 130 1.8318 14.1
"AMJ" 130 3.1791 13.9
"AMJ" 130 3.2731 13.1
"AMJ" 130 2.8231 13.2
"AMJ" 130 3.8898 15.7
"AMJ" 130 4.0535 15.7
"AMJ" 130 2.466 13.9
"AMJ" 130 2.6201 14.5
"AMJ" 130 4.1004 15
"AMJ" 130 4.1376 14.8
"AMJ" 130 4.4508 14.4
"AMJ" 130 3.647 14.5
"AMJ" 130 2.5869 14.3
"AMJ" 130 3.0915 15.1
"AMJ" 130 3.6499 13.2
"AMJ" 130 3.9466 13.7
"AMJ" 130 1.9846 16.7
"AMJ" 130 2.9075 16.5
"AMJ" 130 1.7699 13.5
"AMJ" 130 1.0779 13.2
"AMJ" 130 2.1204 14.2
"AMJ" 130 4.3697 15.2
"AMJ" 130 1.1787 12.8
"AMJ" 130 1.7774 13
"AMJ" 130 3.9603 16.8
"AMJ" 130 3.3871 14.9
"AMJ" 130 2.2718 15.3
"AMJ" 130 2.1868 13.5
"AMJ" 130 3.7308 16.2
"AMJ" 130 3.3701 16.7
"AMJ" 130 1.6847 14.8
"AMJ" 130 0.9525 15
"AMJ" 143 2.4886 17
"AMJ" 143 2.7347 17.3
"AMJ" 143 2.6304 17.6
"AMJ" 143 2.1642 17.8
"AMJ" 143 3.5541 15.8
"AMJ" 143 4.0254 15.6
"AMJ" 143 4.5981 16.6
"AMJ" 143 6.2464 16.7
"AMJ" 143 2.3512 16.7
"AMJ" 143 3.6224 16.3
"AMJ" 143 4.204 15.3
"AMJ" 143 4.6971 15.6
"AMJ" 143 3.0691 15.1
"AMJ" 143 3.7125 15.2
"AMJ" 143 3.6008 15.3
"AMJ" 143 3.1721 14.5
"AMJ" 143 4.2215 14.3
"AMJ" 143 3.4348 14.5
"AMJ" 143 3.5496 14.3
"AMJ" 143 3.5327 14.8
"AMJ" 143 3.0744 14.3
"AMJ" 143 3.6773 15
"AMJ" 143 3.9337 12.8
"AMJ" 143 3.8077 14
"AMJ" 143 3.0235 17.3
"AMJ" 143 3.7278 18.8
"AMJ" 143 2.4436 14.5
"AMJ" 143 0.9832 13.6
"AMJ" 143 3.5989 17
"AMJ" 143 4.8908 18.5
"AMJ" 143 2.5827 15.5
"AMJ" 143 2.8706 16.3
"AMJ" 143 4.0213 16.5
"AMJ" 143 3.9011 15.1
"AMJ" 143 4.323 15.2
"AMJ" 143 1.7422 13
"AMJ" 143 3.3366 15.8
"AMJ" 143 3.5119 16.1
"AMJ" 143 1.5747 13.3
"AMJ" 143 2.0556 14.3
"AMJ" 158 6.254 22.2
"AMJ" 158 3.4003 24.2
"AMJ" 158 4.0476 23.6
"AMJ" 158 4.5064 20
"AMJ" 158 4.2567 19.8
"AMJ" 158 4.4873 19.1
"AMJ" 158 4.3287 19.6
"AMJ" 158 8.0292 18.5
"AMJ" 158 5.5279 18.8
"AMJ" 158 4.2167 21
"AMJ" 158 4.9913 21.8
"AMJ" 158 4.8976 22.1
"AMJ" 158 5.0791 23.7
"AMJ" 158 7.2521 18.8
"AMJ" 158 5.7751 21.3
"AMJ" 158 3.7802 22.8
"AMJ" 158 7.3376 24.3
"AMJ" 158 4.2165 20.5
"AMJ" 158 4.9658 21.3
"AMJ" 158 3.8986 19.7
"AMJ" 158 6.2686 19.7
"AMJ" 158 3.8799 19.7
"AMJ" 158 4.0911 17.7
"AMJ" 158 2.9819 23.6
"AMJ" 158 6.9458 24.6
"AMJ" 158 4.2403 21.7
"AMJ" 158 3.3938 22
"AMJ" 171 4.032 21.7
"AMJ" 171 3.7264 21.8
"AMJ" 171 3.8268 21.3
"AMJ" 171 3.291 21.3
"AMJ" 171 5.3413 19.2
"AMJ" 171 4.6676 19.3
"AMJ" 171 5.3969 19.4
"AMJ" 171 6.4449 19
"AMJ" 171 3.377 18.7
"AMJ" 171 4.319 18.9
"AMJ" 171 5.4016 19.1
"AMJ" 171 4.5652 19.2
"AMJ" 171 5.6511 20.3
"AMJ" 171 5.3296 19.8
"AMJ" 171 4.4508 19.1
"AMJ" 171 5.5211 18.9
"AMJ" 171 7.2476 19.3
"AMJ" 171 5.4438 19.5
"AMJ" 171 4.5726 19.6
"AMJ" 171 5.7756 20.2
"AMJ" 171 3.9067 19.7
"AMJ" 171 4.6663 20.4
"AMJ" 171 6.1186 18.3
"AMJ" 171 7.033 19.3
"AMJ" 171 3.4258 19.4
"AMJ" 171 1.1519 20.7
"AMJ" 171 2.2328 17.2
"AMJ" 171 3.6353 17.1
"AMJ" 171 4.3398 19.8
"AMJ" 171 5.7626 19.8
"AMJ" 171 7.7467 18.5
"AMJ" 171 6.2448 18.4
"AMJ" 171 4.7765 20.2
"AMJ" 171 5.7391 19.4
"AMJ" 171 8.6083 19.5
"AMJ" 171 5.7012 17.8
"AMJ" 171 4.4815 20.1
"AMJ" 171 5.0345 20.8
"AMJ" 171 3.5104 18.3
"AMJ" 171 4.3637 18.6
"AMJ" 180 2.2218 23
"AMJ" 180 2.1514 23.3
"AMJ" 180 1.5968 24.9
"AMJ" 180 1.6099 22
"AMJ" 180 3.6455 20
"AMJ" 180 4.2215 18.8
"AMJ" 180 2.9816 17.9
