"store" "date" "y" "x"
1009 2005-10-03 0 0.63
1009 2005-10-04 0 0.63
1009 2005-10-05 3 0.63
1009 2005-10-06 5 0.63
1009 2005-10-07 2 0.63
1009 2005-10-08 0 0.63
1009 2005-10-09 0 0.63
1009 2005-10-10 4 0.63
1009 2005-10-11 0 0.63
1009 2005-10-12 3 0.63
1009 2005-10-13 3 0.63
1009 2005-10-14 3 0.63
1009 2005-10-15 5 0.63
1009 2005-10-16 4 0.63
1009 2005-10-17 2 0.63
1009 2005-10-18 0 0.63
1009 2005-10-19 4 0.63
1009 2005-10-20 2 0.63
1009 2005-10-21 0 0.63
1009 2005-10-22 1 0.63
1009 2005-10-23 5 0.63
1009 2005-10-24 0 0.63
1009 2005-10-25 0 0.63
1009 2005-10-26 45 0.4
1009 2005-10-27 36 0.4
1009 2005-10-28 11 0.4
1009 2005-10-29 24 0.4
1009 2005-10-30 20 0.4
1009 2005-10-31 2 0.4
1009 2005-11-01 32 0.4
1009 2005-11-02 4 0.63
1009 2005-11-03 0 0.63
1009 2005-11-04 0 0.63
1009 2005-11-05 2 0.63
1009 2005-11-06 4 0.63
1009 2005-11-07 4 0.63
1009 2005-11-08 5 0.63
1009 2005-11-09 0 0.63
1009 2005-11-10 4 0.63
1009 2005-11-11 0 0.63
1009 2005-11-12 0 0.63
1009 2005-11-13 4 0.63
1009 2005-11-14 1 0.63
1009 2005-11-15 0 0.63
1009 2005-11-16 2 0.63
1009 2005-11-17 0 0.63
1009 2005-11-18 3 0.63
1009 2005-11-19 0 0.63
1009 2005-11-20 2 0.63
1009 2005-11-21 5 0.63
1009 2005-11-22 0 0.63
1009 2005-11-23 7 0.63
1009 2005-11-24 0 0.63
1009 2005-11-25 3 0.63
1009 2005-11-26 0 0.63
1009 2005-11-28 1 0.63
1009 2005-11-29 6 0.63
1009 2005-11-30 2 0.63
1009 2005-12-01 4 0.63
1009 2005-12-02 8 0.63
1009 2005-12-03 2 0.63
1009 2005-12-04 0 0.63
1009 2005-12-05 0 0.63
1009 2005-12-06 4 0.63
1009 2005-12-07 3 0.63
1009 2005-12-08 8 0.63
1009 2005-12-09 0 0.63
1009 2005-12-10 0 0.63
1009 2005-12-11 2 0.63
1009 2005-12-12 0 0.63
1009 2005-12-13 5 0.63
1009 2005-12-14 24 0.4
1009 2005-12-15 17 0.4
1009 2005-12-16 33 0.4
1009 2005-12-17 8 0.4
1009 2005-12-18 21 0.4
1009 2005-12-19 15 0.4
1009 2005-12-20 3 0.4
1009 2005-12-21 20 0.4
1009 2005-12-22 11 0.4
1009 2005-12-23 50 0.4
1009 2005-12-24 21 0.4
1009 2005-12-26 4 0.4
1009 2005-12-27 9 0.4
1009 2005-12-28 0 0.63
1009 2005-12-29 4 0.63
1009 2005-12-30 5 0.63
1009 2005-12-31 0 0.63
1009 2006-01-01 3 0.63
1009 2006-01-03 3 0.63
1009 2006-01-04 6 0.63
1009 2006-01-05 14 0.63
1009 2006-01-06 0 0.63
1009 2006-01-07 12 0.63
1009 2006-01-08 0 0.63
1009 2006-01-09 3 0.63
1009 2006-01-10 6 0.63
1009 2006-01-11 1 0.63
1009 2006-01-12 1 0.63
1009 2006-01-13 17 0.63
1009 2006-01-14 2 0.63
1009 2006-01-15 8 0.63
1009 2006-01-16 2 0.63
1009 2006-01-17 4 0.63
1009 2006-01-18 4 0.63
1009 2006-01-19 6 0.63
1009 2006-01-20 1 0.63
1009 2006-01-21 0 0.63
1009 2006-01-22 3 0.63
1009 2006-01-23 4 0.63
1009 2006-01-24 2 0.63
1009 2006-01-25 1 0.63
1009 2006-01-26 5 0.63
1009 2006-01-27 3 0.63
1009 2006-01-28 0 0.63
1009 2006-01-29 0 0.63
1009 2006-01-30 4 0.63
1009 2006-01-31 8 0.63
1009 2006-02-01 4 0.63
1009 2006-02-02 5 0.63
1009 2006-02-03 7 0.63
1009 2006-02-04 10 0.63
1009 2006-02-05 2 0.63
1009 2006-02-07 13 0.63
1009 2006-02-08 4 0.63
1009 2006-02-09 9 0.63
1009 2006-02-10 2 0.63
1009 2006-02-11 14 0.63
1009 2006-02-12 0 0.63
1009 2006-02-13 12 0.63
1009 2006-02-14 5 0.63
1009 2006-02-15 44 0.4
1009 2006-02-16 21 0.4
1009 2006-02-17 45 0.4
1009 2006-02-18 66 0.4
1009 2006-02-19 49 0.4
1009 2006-02-20 39 0.4
1009 2006-02-21 45 0.4
1009 2006-02-22 1 0.63
1009 2006-02-23 2 0.63
1009 2006-02-24 1 0.63
1009 2006-02-25 4 0.63
1009 2006-02-26 6 0.63
1009 2006-02-27 5 0.63
1009 2006-02-28 0 0.63
1009 2006-03-01 2 0.63
1009 2006-03-02 7 0.63
1009 2006-03-03 8 0.63
1009 2006-03-04 0 0.63
1009 2006-03-05 1 0.63
1009 2006-03-06 0 0.63
1009 2006-03-07 2 0.63
1009 2006-03-08 0 0.63
1009 2006-03-09 0 0.63
1009 2006-03-10 8 0.63
1009 2006-03-11 2 0.63
1009 2006-03-12 8 0.63
1009 2006-03-13 5 0.63
1009 2006-03-14 2 0.63
1009 2006-03-15 2 0.63
1009 2006-03-16 2 0.63
1009 2006-03-17 4 0.63
1009 2006-03-18 5 0.63
1009 2006-03-19 8 0.63
1009 2006-03-20 5 0.63
1009 2006-03-21 0 0.63
1009 2006-03-22 2 0.63
1009 2006-03-23 4 0.63
1009 2006-03-24 5 0.63
1009 2006-03-25 1 0.63
1009 2006-03-26 5 0.63
1009 2006-03-27 10 0.63
1009 2006-03-28 0 0.63
1009 2006-03-29 29 0.4
1009 2006-03-30 28 0.4
1009 2006-03-31 63 0.4
1009 2006-04-01 100 0.4
1009 2006-04-02 20 0.4
1009 2006-04-03 6 0.4
1009 2006-04-04 26 0.4
1009 2006-04-05 0 0.63
1009 2006-04-06 2 0.63
1009 2006-04-07 5 0.63
1009 2006-04-08 2 0.63
1009 2006-04-09 3 0.63
1009 2006-04-10 2 0.63
1009 2006-04-11 4 0.63
1009 2006-04-12 0 0.63
1009 2006-04-13 1 0.63
1009 2006-04-14 2 0.63
1009 2006-04-15 7 0.63
1009 2006-04-16 0 0.63
1009 2006-04-17 5 0.63
1009 2006-04-18 2 0.63
1009 2006-04-19 5 0.63
1009 2006-04-20 2 0.63
1009 2006-04-21 0 0.63
1009 2006-04-22 1 0.63
1009 2006-04-23 1 0.63
1009 2006-04-24 4 0.63
1009 2006-04-25 2 0.63
1009 2006-04-26 24 0.4
1009 2006-04-27 7 0.4
1009 2006-04-28 69 0.4
1009 2006-04-29 35 0.4
1009 2006-04-30 33 0.4
1009 2006-05-01 33 0.4
1009 2006-05-02 19 0.4
1009 2006-05-04 1 0.63
1009 2006-05-05 6 0.63
1009 2006-05-06 0 0.63
1009 2006-05-07 7 0.63
1009 2006-05-08 5 0.63
1009 2006-05-09 5 0.63
1009 2006-05-10 1 0.63
1009 2006-05-11 1 0.63
1009 2006-05-12 0 0.63
1009 2006-05-13 0 0.63
1009 2006-05-14 2 0.63
1009 2006-05-15 2 0.63
1009 2006-05-16 3 0.63
1009 2006-05-17 8 0.4
1009 2006-05-18 41 0.4
1009 2006-05-19 42 0.4
1009 2006-05-20 18 0.4
1009 2006-05-21 40 0.4
1009 2006-05-22 12 0.4
1009 2006-05-23 22 0.4
1009 2006-05-24 0 0.63
1009 2006-05-25 1 0.63
1009 2006-05-26 0 0.63
1009 2006-05-27 0 0.63
1009 2006-05-28 0 0.63
1009 2006-05-29 5 0.63
1009 2006-05-30 0 0.63
1009 2006-05-31 2 0.63
1009 2006-06-01 3 0.63
1009 2006-06-02 0 0.63
1009 2006-06-03 6 0.63
1009 2006-06-04 0 0.63
1009 2006-06-05 2 0.63
1009 2006-06-06 4 0.63
1009 2006-06-07 2 0.63
1009 2006-06-08 0 0.63
1009 2006-06-09 6 0.63
1009 2006-06-10 1 0.63
1009 2006-06-11 3 0.63
1009 2006-06-12 0 0.63
1009 2006-06-13 3 0.63
1009 2006-06-14 8 0.44
1009 2006-06-15 28 0.44
1009 2006-06-16 24 0.44
1009 2006-06-17 24 0.44
1009 2006-06-18 12 0.44
1009 2006-06-19 16 0.44
1009 2006-06-20 25 0.44
1009 2006-06-21 1 0.63
1009 2006-06-22 6 0.63
1009 2006-06-23 2 0.63
1009 2006-06-24 4 0.63
1009 2006-06-25 2 0.63
1009 2006-06-26 8 0.63
1009 2006-06-27 2 0.63
1009 2006-06-28 2 0.63
1009 2006-06-29 0 0.63
1009 2006-06-30 3 0.63
1009 2006-07-01 2 0.63
1009 2006-07-02 2 0.63
1009 2006-07-03 4 0.63
1009 2006-07-04 0 0.63
1009 2006-07-05 4 0.63
1009 2006-07-06 42 0.4
1009 2006-07-07 60 0.4
1009 2006-07-08 73 0.4
1009 2006-07-09 9 0.63
1009 2006-07-10 5 0.63
1009 2006-07-11 2 0.63
1009 2006-07-13 5 0.63
1009 2006-07-14 1 0.63
1009 2006-07-15 5 0.63
1009 2006-07-16 6 0.63
1009 2006-07-17 2 0.63
1009 2006-07-18 2 0.63
1009 2006-07-19 2 0.63
1009 2006-07-20 3 0.63
1009 2006-07-21 7 0.63
1009 2006-07-22 2 0.63
1009 2006-07-23 1 0.63
1009 2006-07-24 3 0.63
1009 2006-07-25 0 0.63
1009 2006-07-26 0 0.63
1009 2006-07-27 2 0.63
1009 2006-07-28 5 0.63
1009 2006-07-29 3 0.63
1009 2006-07-30 0 0.63
1009 2006-07-31 2 0.63
1009 2006-08-01 0 0.63
1009 2006-08-02 1 0.63
1009 2006-08-03 4 0.63
1009 2006-08-04 4 0.63
1009 2006-08-05 5 0.63
1009 2006-08-06 2 0.63
1009 2006-08-07 4 0.63
1009 2006-08-08 5 0.63
1009 2006-08-09 0 0.63
1009 2006-08-10 3 0.63
1009 2006-08-11 1 0.63
1009 2006-08-12 2 0.63
1009 2006-08-13 0 0.63
1009 2006-08-14 7 0.63
1009 2006-08-15 1 0.63
1009 2006-08-16 0 0.63
1009 2006-08-17 3 0.63
1009 2006-08-18 12 0.63
1009 2006-08-19 5 0.63
1009 2006-08-20 2 0.63
1009 2006-08-22 1 0.63
1009 2006-08-23 2 0.63
1009 2006-08-24 12 0.63
1009 2006-08-25 0 0.63
1009 2006-08-26 3 0.63
1009 2006-08-27 10 0.63
1009 2006-08-28 0 0.63
1009 2006-08-29 2 0.63
1009 2006-08-30 3 0.63
1009 2006-08-31 6 0.63
1009 2006-09-01 4 0.63
1009 2006-09-02 1 0.63
1009 2006-09-03 1 0.63
1009 2006-09-04 0 0.63
1009 2006-09-05 1 0.63
1009 2006-09-06 2 0.63
1009 2006-09-07 0 0.63
1009 2006-09-08 4 0.63
1009 2006-09-09 2 0.63
1009 2006-09-10 4 0.63
1009 2006-09-11 9 0.63
1009 2006-09-12 9 0.63
1009 2006-09-13 3 0.63
1009 2006-09-14 6 0.63
1009 2006-09-15 3 0.63
1009 2006-09-16 0 0.63
1009 2006-09-17 0 0.63
1009 2006-09-18 0 0.63
1009 2006-09-19 5 0.63
1009 2006-09-20 0 0.63
1009 2006-09-21 2 0.63
1009 2006-09-22 8 0.63
1009 2006-09-23 1 0.63
1009 2006-09-24 2 0.63
1009 2006-09-25 8 0.63
1009 2006-09-26 0 0.63
1009 2006-09-27 0 0.63
1009 2006-09-28 3 0.63
1009 2006-09-29 2 0.63
1009 2006-09-30 0 0.63
1009 2006-10-01 3 0.63
1009 2006-10-02 2 0.63
1009 2006-10-03 0 0.63
1009 2006-10-04 7 0.38
1009 2006-10-06 26 0.38
1009 2006-10-07 38 0.38
1009 2006-10-08 28 0.38
1009 2006-10-09 29 0.38
1009 2006-10-10 30 0.38
1009 2006-10-11 44 0.38
1009 2006-10-12 13 0.38
1009 2006-10-13 24 0.38
1009 2006-10-14 0 0.38
1009 2006-10-15 0 0.38
1009 2006-10-16 7 0.38
1009 2006-10-17 17 0.38
1009 2006-10-18 2 0.63
1009 2006-10-19 0 0.63
1009 2006-10-20 7 0.63
1009 2006-10-21 2 0.63
1009 2006-10-22 3 0.63
1009 2006-10-23 4 0.63
1009 2006-10-24 1 0.63
1009 2006-10-25 2 0.63
1009 2006-10-26 4 0.63
1009 2006-10-27 2 0.63
1009 2006-10-28 5 0.63
1009 2006-10-29 2 0.63
1009 2006-10-30 1 0.63
1009 2006-10-31 0 0.63
1009 2006-11-01 4 0.63
1009 2006-11-02 1 0.63
1009 2006-11-03 5 0.63
1009 2006-11-04 2 0.63
1009 2006-11-05 3 0.63
1009 2006-11-06 2 0.63
1009 2006-11-07 2 0.63
1009 2006-11-08 1 0.63
1009 2006-11-09 0 0.63
1009 2006-11-10 4 0.63
1009 2006-11-12 1 0.63
1009 2006-11-13 0 0.63
1009 2006-11-14 0 0.63
1009 2006-11-15 7 0.63
1009 2006-11-16 0 0.63
1009 2006-11-17 1 0.63
1009 2006-11-18 2 0.63
1009 2006-11-19 6 0.63
1009 2006-11-20 0 0.63
1009 2006-11-21 9 0.63
1009 2006-11-22 4 0.63
1009 2006-11-23 1 0.63
1009 2006-11-24 1 0.63
1009 2006-11-25 6 0.63
1009 2006-11-26 4 0.63
1009 2006-11-27 2 0.63
1009 2006-11-28 1 0.4
1009 2006-11-29 31 0.4
1009 2006-11-30 37 0.4
1009 2006-12-01 38 0.4
1009 2006-12-02 33 0.4
1009 2006-12-03 35 0.4
1009 2006-12-04 20 0.4
1009 2006-12-05 19 0.63
1009 2006-12-06 4 0.63
1009 2006-12-07 0 0.63
1009 2006-12-08 0 0.63
1009 2006-12-09 5 0.63
1009 2006-12-10 3 0.63
1009 2006-12-11 0 0.63
1009 2006-12-12 0 0.63
1009 2006-12-13 2 0.63
1009 2006-12-14 12 0.63
1009 2006-12-15 0 0.63
1009 2006-12-16 0 0.63
1009 2006-12-17 9 0.63
1009 2006-12-18 2 0.63
1009 2006-12-19 1 0.63
1009 2006-12-20 5 0.63
1009 2006-12-21 2 0.63
1009 2006-12-22 3 0.63
1009 2006-12-23 5 0.63
1009 2006-12-24 0 0.63
1009 2006-12-25 0 0.63
1009 2006-12-26 2 0.63
1009 2006-12-27 0 0.63
1009 2006-12-28 3 0.63
1009 2006-12-29 1 0.63
1009 2006-12-30 3 0.63
1009 2006-12-31 0 0.63
1009 2007-01-04 0 0.63
1009 2007-01-05 0 0.63
1009 2007-01-06 3 0.63
1009 2007-01-07 6 0.63
1009 2007-01-08 3 0.63
1009 2007-01-09 2 0.63
1009 2007-01-10 0 0.63
1009 2007-01-11 1 0.63
1009 2007-01-12 0 0.63
1009 2007-01-13 10 0.63
1009 2007-01-14 0 0.63
1009 2007-01-15 2 0.63
1009 2007-01-16 0 0.63
1009 2007-01-17 4 0.63
1009 2007-01-18 1 0.63
1009 2007-01-19 0 0.63
1009 2007-01-20 5 0.63
1009 2007-01-21 3 0.63
1009 2007-01-22 0 0.63
1009 2007-01-23 1 0.63
1009 2007-01-24 6 0.63
1009 2007-01-25 114 0.33
1009 2007-01-26 108 0.33
1009 2007-01-27 139 0.33
1009 2007-01-28 18 0.33
1009 2007-01-29 26 0.44
1009 2007-01-30 22 0.44
1009 2007-01-31 8 0.44
1009 2007-02-01 20 0.44
1009 2007-02-02 48 0.44
1009 2007-02-03 17 0.44
1009 2007-02-04 1 0.44
1009 2007-02-05 9 0.44
1009 2007-02-06 8 0.44
1009 2007-02-07 6 0.44
1009 2007-02-08 27 0.44
1009 2007-02-09 9 0.44
1009 2007-02-10 14 0.44
1009 2007-02-11 19 0.44
1009 2007-02-12 10 0.44
1009 2007-02-13 4 0.44
1009 2007-02-14 9 0.44
1009 2007-02-15 14 0.44
1009 2007-02-16 14 0.44
1009 2007-02-17 26 0.44
1009 2007-02-18 20 0.44
1009 2007-02-19 19 0.44
1009 2007-02-20 10 0.44
1009 2007-02-21 9 0.44
1009 2007-02-22 30 0.44
1009 2007-02-23 28 0.44
1009 2007-02-24 35 0.44
1009 2007-02-25 13 0.44
1009 2007-02-26 20 0.44
1009 2007-02-27 4 0.63
1009 2007-02-28 4 0.63
1009 2007-03-01 9 0.63
1009 2007-03-02 0 0.63
1009 2007-03-03 3 0.63
1009 2007-03-04 5 0.63
1009 2007-03-05 0 0.63
1009 2007-03-06 0 0.63
1009 2007-03-07 3 0.63
1009 2007-03-08 8 0.63
1009 2007-03-09 12 0.63
1009 2007-03-10 10 0.63
1009 2007-03-11 6 0.63
1009 2007-03-12 3 0.63
1009 2007-03-13 2 0.63
1009 2007-03-14 59 0.4
1009 2007-03-15 32 0.4
1009 2007-03-16 47 0.4
1009 2007-03-17 54 0.4
1009 2007-03-18 30 0.4
1009 2007-03-19 32 0.4
1009 2007-03-20 45 0.4
1009 2007-03-21 4 0.63
1009 2007-03-22 7 0.63
1009 2007-03-23 0 0.63
1009 2007-03-24 0 0.63
1009 2007-03-25 1 0.63
1009 2007-03-26 4 0.63
1009 2007-03-27 4 0.63
1009 2007-03-28 0 0.63
1009 2007-03-29 0 0.63
1009 2007-03-30 2 0.63
1009 2007-03-31 2 0.63
1009 2007-04-01 2 0.63
1009 2007-04-02 0 0.63
1009 2007-04-03 0 0.63
1009 2007-04-04 3 0.63
1009 2007-04-05 2 0.63
1009 2007-04-06 6 0.63
1009 2007-04-07 11 0.63
1009 2007-04-08 0 0.63
1009 2007-04-09 8 0.63
1009 2007-04-10 2 0.63
1009 2007-04-11 41 0.38
1009 2007-04-12 42 0.38
1009 2007-04-13 109 0.38
1009 2007-04-14 39 0.38
1009 2007-04-15 34 0.38
1009 2007-04-16 28 0.38
1009 2007-04-17 21 0.38
1009 2007-04-18 2 0.63
1009 2007-04-19 0 0.63
1009 2007-04-20 3 0.63
1009 2007-04-21 1 0.63
1009 2007-04-22 0 0.63
1009 2007-04-23 2 0.63
1009 2007-04-24 4 0.63
1009 2007-04-25 0 0.63
1009 2007-04-26 0 0.63
1009 2007-04-27 4 0.63
1009 2007-04-28 0 0.63
1009 2007-04-29 2 0.63
1009 2007-04-30 2 0.63
1009 2007-05-01 2 0.63
1009 2007-05-02 30 0.44
1009 2007-05-03 30 0.44
1009 2007-05-04 26 0.44
1009 2007-05-05 38 0.44
1009 2007-05-06 53 0.44
1009 2007-05-07 42 0.44
1009 2007-05-08 18 0.44
1009 2007-05-09 0 0.63
1009 2007-05-10 1 0.63
1009 2007-05-11 0 0.63
1009 2007-05-12 1 0.63
1009 2007-05-13 1 0.63
1009 2007-05-14 0 0.63
1009 2007-05-15 0 0.63
1009 2007-05-16 2 0.63
1009 2007-05-17 2 0.63
1009 2007-05-18 5 0.63
1009 2007-05-19 2 0.63
1009 2007-05-20 0 0.63
1009 2007-05-21 5 0.63
1009 2007-05-22 0 0.63
1009 2007-05-23 4 0.63
1009 2007-05-24 0 0.63
1009 2007-05-25 2 0.63
1009 2007-05-26 2 0.63
1009 2007-05-27 4 0.63
1009 2007-05-28 3 0.63
1009 2007-05-29 7 0.63
1009 2007-05-30 0 0.63
1009 2007-05-31 3 0.63
1009 2007-06-01 2 0.63
1009 2007-06-02 1 0.63
1009 2007-06-03 6 0.63
1009 2007-06-04 0 0.63
1009 2007-06-05 2 0.63
1009 2007-06-06 2 0.63
1009 2007-06-07 3 0.63
1009 2007-06-08 1 0.63
1009 2007-06-09 11 0.63
1009 2007-06-10 11 0.63
1009 2007-06-11 2 0.63
1009 2007-06-12 7 0.63
1009 2007-06-13 0 0.63
1009 2007-06-14 0 0.63
1009 2007-06-15 1 0.63
1009 2007-06-16 10 0.63
1009 2007-06-17 0 0.63
1009 2007-06-18 0 0.63
1009 2007-06-19 2 0.63
1009 2007-06-20 8 0.63
1009 2007-06-21 2 0.63
1009 2007-06-22 0 0.63
1009 2007-06-23 0 0.63
1009 2007-06-24 0 0.63
1009 2007-06-25 4 0.63
1009 2007-06-26 3 0.63
1009 2007-06-27 6 0.63
1009 2007-06-28 0 0.63
1009 2007-06-29 1 0.63
1009 2007-06-30 2 0.63
1009 2007-07-01 0 0.63
1009 2007-07-02 2 0.63
1009 2007-07-03 0 0.63
1009 2007-07-04 53 0.39
1009 2007-07-05 47 0.39
1009 2007-07-06 15 0.39
1009 2007-07-07 68 0.39
1009 2007-07-08 15 0.39
1009 2007-07-09 30 0.39
1009 2007-07-10 10 0.39
1009 2007-07-11 0 0.63
1009 2007-07-12 6 0.63
1009 2007-07-13 0 0.63
1009 2007-07-14 2 0.63
1009 2007-07-15 0 0.63
1009 2007-07-16 0 0.63
1009 2007-07-17 6 0.63
1009 2007-07-18 0 0.63
1009 2007-07-19 2 0.63
1009 2007-07-20 2 0.63
1009 2007-07-21 0 0.63
1009 2007-07-22 1 0.63
1009 2007-07-23 0 0.63
1009 2007-07-24 2 0.63
1009 2007-07-25 0 0.63
1009 2007-07-26 1 0.63
1009 2007-07-27 0 0.63
1009 2007-07-28 0 0.63
1009 2007-07-29 0 0.63
1009 2007-07-30 4 0.63
1009 2007-07-31 0 0.63
1009 2007-08-01 0 0.63
1009 2007-08-02 0 0.63
1009 2007-08-03 0 0.63
1009 2007-08-04 1 0.63
1009 2007-08-05 4 0.63
1009 2007-08-06 0 0.63
1009 2007-08-07 0 0.63
1009 2007-08-08 6 0.63
1009 2007-08-09 0 0.63
1009 2007-08-10 3 0.63
1009 2007-08-11 0 0.63
1009 2007-08-12 0 0.63
1009 2007-08-13 0 0.63
1009 2007-08-14 2 0.63
1009 2007-08-15 0 0.63
1009 2007-08-16 0 0.63
1009 2007-08-17 2 0.63
1009 2007-08-18 0 0.63
1009 2007-08-19 6 0.63
1009 2007-08-20 2 0.63
1009 2007-08-21 2 0.63
1009 2007-08-22 2 0.63
1009 2007-08-23 0 0.63
1009 2007-08-24 9 0.63
1009 2007-08-27 3 0.63
1009 2007-08-28 0 0.63
1009 2007-08-29 13 0.63
1009 2007-08-30 2 0.63
1009 2007-08-31 8 0.63
1009 2007-09-01 0 0.63
1009 2007-09-02 1 0.63
1009 2007-09-03 9 0.63
1009 2007-09-04 0 0.63
1009 2007-09-05 41 0.44
1009 2007-09-06 20 0.44
1009 2007-09-07 21 0.44
1009 2007-09-08 12 0.44
1009 2007-09-09 25 0.44
1009 2007-09-10 13 0.44
1009 2007-09-11 13 0.44
1009 2007-09-12 7 0.44
1009 2007-09-13 12 0.44
1009 2007-09-14 8 0.44
1009 2007-09-15 23 0.44
1009 2007-09-16 1 0.44
1009 2007-09-17 19 0.63
1009 2007-09-18 14 0.63
1009 2007-09-19 6 0.63
1009 2007-09-20 0 0.63
1009 2007-09-21 0 0.63
1009 2007-09-22 0 0.63
1009 2007-09-23 7 0.63
1009 2007-09-24 0 0.63
1009 2007-09-25 2 0.63
1009 2007-09-26 0 0.63
1009 2007-09-27 2 0.63
1009 2007-09-28 2 0.63
1009 2007-09-29 3 0.63
1009 2007-09-30 1 0.63
1010 2005-10-03 0 0.63
1010 2005-10-04 4 0.63
1010 2005-10-05 1 0.63
1010 2005-10-06 2 0.63
1010 2005-10-07 1 0.63
1010 2005-10-08 2 0.63
1010 2005-10-09 0 0.63
1010 2005-10-10 3 0.63
1010 2005-10-11 0 0.63
1010 2005-10-12 6 0.63
1010 2005-10-13 1 0.63
1010 2005-10-14 4 0.63
1010 2005-10-15 1 0.63
1010 2005-10-16 7 0.63
1010 2005-10-17 0 0.63
1010 2005-10-18 1 0.63
1010 2005-10-19 0 0.63
1010 2005-10-20 2 0.63
1010 2005-10-21 7 0.63
1010 2005-10-22 4 0.63
1010 2005-10-23 1 0.63
1010 2005-10-24 4 0.63
1010 2005-10-25 0 0.63
1010 2005-10-26 10 0.4
1010 2005-10-27 32 0.4
1010 2005-10-28 47 0.4
1010 2005-10-29 47 0.4
1010 2005-10-30 29 0.4
1010 2005-10-31 32 0.4
1010 2005-11-01 22 0.4
1010 2005-11-02 0 0.63
1010 2005-11-03 0 0.63
1010 2005-11-04 5 0.63
1010 2005-11-05 10 0.63
1010 2005-11-06 16 0.63
1010 2005-11-07 3 0.63
1010 2005-11-08 5 0.63
1010 2005-11-09 0 0.63
1010 2005-11-10 4 0.63
1010 2005-11-11 0 0.63
1010 2005-11-12 2 0.63
1010 2005-11-13 7 0.63
1010 2005-11-14 1 0.63
1010 2005-11-15 1 0.63
1010 2005-11-16 0 0.63
1010 2005-11-17 2 0.63
1010 2005-11-18 0 0.63
1010 2005-11-19 9 0.63
1010 2005-11-20 9 0.63
1010 2005-11-21 1 0.63
1010 2005-11-22 0 0.63
1010 2005-11-23 13 0.63
1010 2005-11-24 0 0.63
1010 2005-11-25 0 0.63
1010 2005-11-26 0 0.63
1010 2005-11-27 10 0.63
1010 2005-11-28 2 0.63
1010 2005-11-29 0 0.63
1010 2005-11-30 3 0.63
1010 2005-12-01 0 0.63
1010 2005-12-02 4 0.63
1010 2005-12-03 4 0.63
1010 2005-12-04 4 0.63
1010 2005-12-05 1 0.63
1010 2005-12-06 2 0.63
1010 2005-12-07 1 0.63
1010 2005-12-08 0 0.63
1010 2005-12-09 5 0.63
1010 2005-12-10 6 0.63
1010 2005-12-11 8 0.63
1010 2005-12-12 4 0.63
1010 2005-12-13 2 0.63
1010 2005-12-14 24 0.4
1010 2005-12-15 30 0.4
1010 2005-12-16 23 0.4
1010 2005-12-17 9 0.4
1010 2005-12-18 26 0.4
1010 2005-12-19 32 0.4
1010 2005-12-20 30 0.4
1010 2005-12-21 20 0.4
1010 2005-12-22 42 0.4
1010 2005-12-23 26 0.4
1010 2005-12-24 23 0.4
1010 2005-12-26 14 0.4
1010 2005-12-27 38 0.4
1010 2005-12-28 2 0.63
1010 2005-12-29 4 0.63
1010 2005-12-30 1 0.63
1010 2005-12-31 9 0.63
1010 2006-01-01 4 0.63
1010 2006-01-02 2 0.63
1010 2006-01-03 13 0.63
1010 2006-01-04 0 0.63
1010 2006-01-05 0 0.63
1010 2006-01-06 12 0.63
1010 2006-01-07 8 0.63
1010 2006-01-08 7 0.63
1010 2006-01-09 4 0.63
1010 2006-01-10 3 0.63
1010 2006-01-11 0 0.63
1010 2006-01-12 6 0.63
1010 2006-01-13 6 0.63
1010 2006-01-14 0 0.63
1010 2006-01-15 7 0.63
1010 2006-01-16 0 0.63
1010 2006-01-17 4 0.63
1010 2006-01-18 2 0.63
1010 2006-01-19 4 0.63
1010 2006-01-20 4 0.63
1010 2006-01-21 0 0.63
1010 2006-01-22 4 0.63
1010 2006-01-23 4 0.63
1010 2006-01-24 1 0.63
1010 2006-01-25 4 0.63
1010 2006-01-26 4 0.63
1010 2006-01-27 0 0.63
1010 2006-01-28 2 0.63
1010 2006-01-29 4 0.63
1010 2006-01-30 5 0.63
1010 2006-01-31 4 0.63
1010 2006-02-01 2 0.63
1010 2006-02-02 6 0.63
1010 2006-02-03 3 0.63
1010 2006-02-04 10 0.63
1010 2006-02-05 5 0.63
1010 2006-02-07 3 0.63
1010 2006-02-08 0 0.63
1010 2006-02-09 1 0.63
1010 2006-02-10 6 0.63
1010 2006-02-11 4 0.63
1010 2006-02-12 0 0.63
1010 2006-02-13 9 0.63
1010 2006-02-14 2 0.63
1010 2006-02-15 52 0.4
1010 2006-02-16 10 0.4
1010 2006-02-17 49 0.4
1010 2006-02-18 39 0.4
1010 2006-02-19 43 0.4
1010 2006-02-20 27 0.4
1010 2006-02-21 49 0.4
1010 2006-02-22 5 0.59
1010 2006-02-23 4 0.59
1010 2006-02-24 3 0.59
1010 2006-02-25 3 0.59
1010 2006-02-26 6 0.59
1010 2006-02-27 3 0.59
1010 2006-02-28 4 0.59
1010 2006-03-01 14 0.59
1010 2006-03-02 4 0.59
1010 2006-03-03 1 0.59
1010 2006-03-04 8 0.59
1010 2006-03-05 2 0.59
1010 2006-03-06 0 0.59
1010 2006-03-07 1 0.59
1010 2006-03-08 2 0.59
1010 2006-03-09 3 0.59
1010 2006-03-10 3 0.59
1010 2006-03-11 6 0.59
1010 2006-03-12 7 0.59
1010 2006-03-13 4 0.59
